Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,ScoutPilgrim,Waldorf's Journey,WALDORF'S JOURNEY: Have 50 shells at once before entering the palace,WALDORF'S JOURNEY: Have 50 shells at once before entering the palace,5,72.9,18,Other,https://youtu.be/jGTnh5yE-10?t=4287,https://youtu.be/jGTnh5yE-10?t=4584,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,Sabera,Overbold,OVERBOLD: Max out 4 upgrades at once,OVERBOLD: Max out 4 upgrades at once,5.2,39.8,9,Diagonal,https://youtu.be/jGTnh5yE-10?t=2288,https://youtu.be/jGTnh5yE-10?t=2603,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,ScoutPilgrim,Elfazar's Hat,ELFAZAR'S HAT: Clear Stage 4,ELFAZAR'S HAT: Clear Stage 4,14.3,43.5,10,Other,https://youtu.be/jGTnh5yE-10?t=1966,https://youtu.be/jGTnh5yE-10?t=2824,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,Sabera,Valbrace,VALBRACE: Use up a throne without defeating the Crone,VALBRACE: Use up a throne without defeating the Crone,11,34.6,8,Other,https://youtu.be/jGTnh5yE-10?t=1626,https://youtu.be/jGTnh5yE-10?t=2288,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,ScoutPilgrim,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,8.6,29.2,7,Other,https://youtu.be/jGTnh5yE-10?t=1450,https://youtu.be/jGTnh5yE-10?t=1966,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,C2,,Sabera,ScoutPilgrim,03/10/2026,Sabera,Barbuta,BARBUTA: Obtain the Rod and Blood Sword,BARBUTA: Obtain the Rod and Blood Sword,17.5,20.2,4,Diagonal,https://youtu.be/jGTnh5yE-10?t=376,https://youtu.be/jGTnh5yE-10?t=1427,https://ufo50.bingo/match/IHhbpVRlRP6EhpJux_g7Nw,1773196072
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Block Koala,"BLOCK KOALA: WORM-1234 allowed; Beat levels 9, 16, 37","BLOCK KOALA: WORM-1234 allowed; Beat levels {{bk_hard}}, {{bk_hard}}, {{bk_hard}}",8.1,67.5,13,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3629,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4116,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,,Warptank,"WARPTANK: SLIM-TANK allowed; Beat sectors: Nest, Axon, Sacrum","WARPTANK: SLIM-TANK allowed; Beat sectors: Nest, Axon, Sacrum",,,,Other,,,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Cyber Owls,CYBER OWLS: Clear Moscow with 1200+ score,CYBER OWLS: Clear Moscow with 1200+ score,7.7,41.4,8,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2084,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2548,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Divers,DIVERS: Reach level 3,DIVERS: Reach level 3,3.9,73.1,15,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4221,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4453,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,3.3,104.8,22,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=6158,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=6355,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Seaside Drive,SEASIDE DRIVE: Use WEAK-SHOT; beat stage 2,SEASIDE DRIVE: Use WEAK-SHOT; beat stage 2,8.7,69.3,14,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3696,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4221,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Ninpek,"NINPEK: Score 6,000+ points","NINPEK: Score 6,000+ points",4.5,4.5,1,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=66,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=334,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,,Bug Hunter,BUG HUNTER: Gold disk,BUG HUNTER: Gold disk,,,,Diagonal,,,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Velgress,VELGRESS: Beat level 1 while defeating all enemies using your blaster,VELGRESS: Beat level 1 while defeating all enemies using your blaster,6.6,24.5,6,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1144,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1537,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,11.3,84.4,17,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4453,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5133,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Golfaria,GOLFARIA: Collect 2 Holy Tee pieces,GOLFARIA: Collect 2 Holy Tee pieces,11.2,60.5,12,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3025,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3696,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Pilot Quest,PILOT QUEST: Defeat Unktomi (Spider boss),PILOT QUEST: Defeat Unktomi (Spider boss),3,49.3,10,Center,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2844,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3025,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Devilition,DEVILITION: Have 6 villagers at once,DEVILITION: Have 6 villagers at once,8.5,95.1,19,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5262,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5773,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Bug Hunter,BUG HUNTER: Get 4 pit Kills in one job,BUG HUNTER: Get 4 pit Kills in one job,2.1,18,5,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1017,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1144,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,PLANET ZOLDATH: Have 2 of each resource at once,18,59.4,11,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2548,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=3629,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Lords of Diskonia,LORDS OF DISKONIA: Beat Narrow Pass,LORDS OF DISKONIA: Beat Narrow Pass,6.4,101.5,20,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5773,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=6158,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Campanella 2,CAMPANELLA 2: Defeat Rotondo at end of Burrows II,CAMPANELLA 2: Defeat Rotondo at end of Burrows II,5,5,3,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=66,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=369,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,General,"REVOLUTIONARY: Beat 5 levels across Mortol, Cyber Owls, Rock On! Island","REVOLUTIONARY: Beat 5 levels across Mortol, Cyber Owls, Rock On! Island",18.3,102.8,21,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5133,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=6231,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Waldorf's Journey,WALDORF'S JOURNEY: Enter the palace with 6 Puffins,WALDORF'S JOURNEY: Enter the palace with 6 Puffins,41.6,46.3,9,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=347,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2844,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Night Manor,NIGHT MANOR: Win the hiding minigame twice,NIGHT MANOR: Win the hiding minigame twice,10.8,15.9,4,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=369,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1017,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,4.3,86.6,18,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5005,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5262,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Valbrace,VALBRACE: Obtain the Zweihander,VALBRACE: Obtain the Zweihander,6.2,82.3,16,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=4632,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=5005,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,Madotsuki,Ninpek,NINPEK: Have 6 extra lives at once,NINPEK: Have 6 extra lives at once,0.2,4.7,2,Other,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=334,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=347,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,heckaroni,Madotsuki,03/11/2026,heckaroni,Barbuta,BARBUTA: Obtain the Rod and Blood Sword,BARBUTA: Obtain the Rod and Blood Sword,9.1,33.6,7,Diagonal,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=1537,https://youtu.be/8EcXKjc95tY?si=aXTD7AeU6oJ-Cxku&t=2084,https://ufo50.bingo/match/cqwSB0oaQsiVYm0vobCVOg,1773259097
Week 2,B2,,Glace,Willard,03/11/2026,,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Camouflage,"CAMOUFLAGE: FORM-ELDA allowed; Beat levels 2, 3, and 4","CAMOUFLAGE: FORM-ELDA allowed; Beat levels {{camo_easy}}, {{camo_easy}}, and {{camo_easy}}",10.8,27.2,8,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Party House,PARTY HOUSE: Beat 2 random scenarios in a row,PARTY HOUSE: Beat 2 random scenarios in a row,9.7,36.9,10,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Divers,DIVERS: Pull 2 levers,DIVERS: Pull 2 levers,,,,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Fist Hell,FIST HELL: Beat the 2nd scare,FIST HELL: Beat the 2nd scare,10,21.9,7,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Hot Foot,HOT FOOT: Beat round 4 using Yoka & Rizzik,HOT FOOT: Beat round 4 using {{hf_char}} & {{hf_char}},10.5,11.9,4,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Block Koala,"BLOCK KOALA: WORM-1234 allowed; Beat levels 9, 28, 31","BLOCK KOALA: WORM-1234 allowed; Beat levels {{bk_hard}}, {{bk_hard}}, {{bk_hard}}",,,,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,The Big Bell Race,THE BIG BELL RACE: Win 3 different races without collecting power-ups,THE BIG BELL RACE: Win 3 different races without collecting power-ups,4,15.1,5,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,General,Collect 8 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,,,,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Pingolf,PINGOLF: Under par on 5 courses,PINGOLF: Under par on 5 courses,1.4,1.4,1,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Lords of Diskonia,LORDS OF DISKONIA: Beat Narrow Pass,LORDS OF DISKONIA: Beat Narrow Pass,,,,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,0.7,58.7,16,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Star Waspir,STAR WASPIR: Complete wave 1 without defeating either boss enemy,STAR WASPIR: Complete wave 1 without defeating either boss enemy,2,2,2,Center,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; perfect Terror Overhead,ROCK ON! ISLAND: CLUB-PASS allowed; perfect Terror Overhead,,,,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),6.1,39.1,11,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Combatants,COMBATANTS: Beat 2 levels,COMBATANTS: Beat 2 levels,,,,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,,Overbold,OVERBOLD: Clear a round with $1600+ stakes,OVERBOLD: Clear a round with $1600+ stakes,,,,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Devilition,DEVILITION: Have 6 villagers at once,DEVILITION: Have 6 villagers at once,7.6,46.7,12,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Ninpek,NINPEK: Have 6 extra lives at once,NINPEK: Have 6 extra lives at once,15.8,52.7,13,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,25.7,83.2,17,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Paint Chase,PAINT CHASE: EVEN-COAT allowed; Pass courses 18-25,PAINT CHASE: EVEN-COAT allowed; Pass courses 18-25,9.2,11.2,3,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,Star Waspir,STAR WASPIR: Have a 30x multiplier,STAR WASPIR: Have a 30x multiplier,5.3,58,15,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Willard,General,"RACER: Win 12 races across Paint Chase, The Big Bell Race, and Quibble Race","RACER: Win 12 races across Paint Chase, The Big Bell Race, and Quibble Race",1.3,16.4,6,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Onion Delivery,ONION DELIVERY: Deliver 8 onions and complete the day,ONION DELIVERY: Deliver 8 onions and complete the day,11.1,33,9,Other,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B2,,Glace,Willard,03/11/2026,Glace,Valbrace,VALBRACE: Obtain the Zweihander,VALBRACE: Obtain the Zweihander,10.7,57.5,14,Diagonal,,,https://ufo50.bingo/match/SOoWbWmlTZmnJKQP2uakSw,1773264279
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Pingolf,PINGOLF: Finish hole 9 in first place,PINGOLF: Finish hole 9 in first place,2.2,4.2,3,Diagonal,https://youtu.be/sN2tL-Me41U?t=188,https://youtu.be/sN2tL-Me41U?t=322,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,General,Collect 8 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,15.8,31,9,Other,https://youtu.be/sN2tL-Me41U?t=985,https://youtu.be/sN2tL-Me41U?t=1931,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Lords of Diskonia,LORDS OF DISKONIA: Destroy 2+ enemy disks in one shot,LORDS OF DISKONIA: Destroy 2+ enemy disks in one shot,6.9,25.6,8,Other,https://youtu.be/sN2tL-Me41U?t=1192,https://youtu.be/sN2tL-Me41U?t=1605,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Overbold,OVERBOLD: Cherry Disk,OVERBOLD: Cherry Disk,11.1,15.3,5,Other,https://youtu.be/sN2tL-Me41U?t=322,https://youtu.be/sN2tL-Me41U?t=991,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Caramel Caramel,CARAMEL CARAMEL: Beat the Egg,CARAMEL CARAMEL: Beat the Egg,3.4,18.7,7,Diagonal,https://youtu.be/sN2tL-Me41U?t=991,https://youtu.be/sN2tL-Me41U?t=1192,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Grimstone,GRIMSTONE: Defeat 15 enemies,GRIMSTONE: Defeat 15 enemies,5,56.1,19,Other,https://youtu.be/sN2tL-Me41U?t=3132,https://youtu.be/sN2tL-Me41U?t=3435,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; beat Wasteland without chickens,ROCK ON! ISLAND: CLUB-PASS allowed; beat Wasteland without chickens,,,,Diagonal,,,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Vainger,VAINGER: Obtain the Multi Mod from Latom Sector,VAINGER: Obtain the Multi Mod from Latom Sector,3.3,47.9,15,Other,https://youtu.be/sN2tL-Me41U?t=2746,https://youtu.be/sN2tL-Me41U?t=2944,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Hot Foot,"HOT FOOT: Win 3 games in a tournament without using any jump specials, using Amy & Marc","HOT FOOT: Win 3 games in a tournament without using any jump specials, using {{hf_char}} & {{hf_char}}",9.6,65.6,21,Diagonal,https://youtu.be/sN2tL-Me41U?t=3435,https://youtu.be/sN2tL-Me41U?t=4009,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,10.4,43.8,13,Other,https://youtu.be/sN2tL-Me41U?t=2070,https://youtu.be/sN2tL-Me41U?t=2697,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Party House,PARTY HOUSE: Beat Alien Invitation,PARTY HOUSE: Beat {{ph_all}},4.1,44.6,14,Other,https://youtu.be/sN2tL-Me41U?t=2500,https://youtu.be/sN2tL-Me41U?t=2746,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Mini & Max,MINI & MAX: Collect the full reward for saving the brainwashed mouse near the portrait,MINI & MAX: Collect the full reward for saving the brainwashed mouse near the portrait,3.7,51.6,18,Other,https://youtu.be/sN2tL-Me41U?t=2944,https://youtu.be/sN2tL-Me41U?t=3163,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,0,15.4,6,Center,https://youtu.be/sN2tL-Me41U?t=991,https://youtu.be/sN2tL-Me41U?t=991,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Night Manor,NIGHT MANOR: Win the hiding minigame twice,NIGHT MANOR: Win the hiding minigame twice,2,2,2,Other,https://youtu.be/sN2tL-Me41U?t=70,https://youtu.be/sN2tL-Me41U?t=193,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Golfaria,GOLFARIA: Collect 2 Holy Tee pieces,GOLFARIA: Collect 2 Holy Tee pieces,12.1,63.7,20,Other,https://youtu.be/sN2tL-Me41U?t=3163,https://youtu.be/sN2tL-Me41U?t=3891,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,7.2,51,16,Other,https://youtu.be/sN2tL-Me41U?t=2697,https://youtu.be/sN2tL-Me41U?t=3132,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,WinnerBit,Rakshasa,RAKSHASA: Destroy 4 bug nests with your weapon in one run,RAKSHASA: Destroy 4 bug nests with your weapon in one run,7.8,33.3,10,Diagonal,https://youtu.be/sN2tL-Me41U?t=1605,https://youtu.be/sN2tL-Me41U?t=2070,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Camouflage,"CAMOUFLAGE: FORM-ELDA allowed; Escape with 2/3 collectibles on: 2, 4, 8, 9, 10","CAMOUFLAGE: FORM-ELDA allowed; Escape with 2/3 collectibles on: {{camo_two_ez}}, {{camo_two_ez}}, {{camo_two_long}}, {{camo_two_long}}, {{camo_two_long}}",4.8,68.5,22,Other,https://youtu.be/sN2tL-Me41U?t=3891,https://youtu.be/sN2tL-Me41U?t=4179,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Divers,DIVERS: Obtain a Lance weapon,DIVERS: Obtain a Lance weapon,13.2,15.2,4,Diagonal,https://youtu.be/sN2tL-Me41U?t=193,https://youtu.be/sN2tL-Me41U?t=985,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
Week 2,B1,,Karma,WinnerBit,03/11/2026,Karma,Seaside Drive,"SEASIDE DRIVE: Score 70,000+ points","SEASIDE DRIVE: Score 70,000+ points",4.5,35.5,11,Other,https://youtu.be/sN2tL-Me41U?t=1931,https://youtu.be/sN2tL-Me41U?t=2200,https://ufo50.bingo/match/jKRgCCfjQIOxxkYZeyIgCA,1773265074
